# Large City Map for Police Response Simulation
# Format: nodeId1,x1,y1,nodeId2,x2,y2,weight,roadType
# This creates a large city with 10x10 grid (100 nodes) plus additional districts

# Main city grid (nodes 0-99 in 10x10 pattern)
# Row 0 (nodes 0-9)
54,40.0,50.0,64,40.0,60.0,6.2,street
55,50.0,50.0,65,50.0,60.0,6.2,street
56,60.0,50.0,66,60.0,60.0,6.2,street
57,70.0,50.0,67,70.0,60.0,6.2,street
58,80.0,50.0,68,80.0,60.0,6.2,street
59,90.0,50.0,69,90.0,60.0,6.2,street

# Row 6 (nodes 60-69)
60,0.0,60.0,61,10.0,60.0,8.5,highway
61,10.0,60.0,62,20.0,60.0,8.5,highway
62,20.0,60.0,63,30.0,60.0,8.5,highway
63,30.0,60.0,64,40.0,60.0,8.5,highway
64,40.0,60.0,65,50.0,60.0,8.5,highway
65,50.0,60.0,66,60.0,60.0,8.5,highway
66,60.0,60.0,67,70.0,60.0,8.5,highway
67,70.0,60.0,68,80.0,60.0,8.5,highway
68,80.0,60.0,69,90.0,60.0,8.5,highway

# Vertical connections for Row 6
60,0.0,60.0,70,0.0,70.0,6.2,street
61,10.0,60.0,71,10.0,70.0,6.2,street
62,20.0,60.0,72,20.0,70.0,6.2,street
63,30.0,60.0,73,30.0,70.0,6.2,street
64,40.0,60.0,74,40.0,70.0,6.2,street
65,50.0,60.0,75,50.0,70.0,6.2,street
66,60.0,60.0,76,60.0,70.0,6.2,street
67,70.0,60.0,77,70.0,70.0,6.2,street
68,80.0,60.0,78,80.0,70.0,6.2,street
69,90.0,60.0,79,90.0,70.0,6.2,street

# Row 7 (nodes 70-79)
70,0.0,70.0,71,10.0,70.0,8.5,highway
71,10.0,70.0,72,20.0,70.0,8.5,highway
72,20.0,70.0,73,30.0,70.0,8.5,highway
73,30.0,70.0,74,40.0,70.0,8.5,highway
74,40.0,70.0,75,50.0,70.0,8.5,highway
75,50.0,70.0,76,60.0,70.0,8.5,highway
76,60.0,70.0,77,70.0,70.0,8.5,highway
77,70.0,70.0,78,80.0,70.0,8.5,highway
78,80.0,70.0,79,90.0,70.0,8.5,highway

# Vertical connections for Row 7
70,0.0,70.0,80,0.0,80.0,6.2,street
71,10.0,70.0,81,10.0,80.0,6.2,street
72,20.0,70.0,82,20.0,80.0,6.2,street
73,30.0,70.0,83,30.0,80.0,6.2,street
74,40.0,70.0,84,40.0,80.0,6.2,street
75,50.0,70.0,85,50.0,80.0,6.2,street
76,60.0,70.0,86,60.0,80.0,6.2,street
77,70.0,70.0,87,70.0,80.0,6.2,street
78,80.0,70.0,88,80.0,80.0,6.2,street
79,90.0,70.0,89,90.0,80.0,6.2,street

# Row 8 (nodes 80-89)
80,0.0,80.0,81,10.0,80.0,8.5,highway
81,10.0,80.0,82,20.0,80.0,8.5,highway
82,20.0,80.0,83,30.0,80.0,8.5,highway
83,30.0,80.0,84,40.0,80.0,8.5,highway
84,40.0,80.0,85,50.0,80.0,8.5,highway
85,50.0,80.0,86,60.0,80.0,8.5,highway
86,60.0,80.0,87,70.0,80.0,8.5,highway
87,70.0,80.0,88,80.0,80.0,8.5,highway
88,80.0,80.0,89,90.0,80.0,8.5,highway

# Vertical connections for Row 8
80,0.0,80.0,90,0.0,90.0,6.2,street
81,10.0,80.0,91,10.0,90.0,6.2,street
82,20.0,80.0,92,20.0,90.0,6.2,street
83,30.0,80.0,93,30.0,90.0,6.2,street
84,40.0,80.0,94,40.0,90.0,6.2,street
85,50.0,80.0,95,50.0,90.0,6.2,street
86,60.0,80.0,96,60.0,90.0,6.2,street
87,70.0,80.0,97,70.0,90.0,6.2,street
88,80.0,80.0,98,80.0,90.0,6.2,street
89,90.0,80.0,99,90.0,90.0,6.2,street

# Row 9 (nodes 90-99) - Last row
90,0.0,90.0,91,10.0,90.0,8.5,highway
91,10.0,90.0,92,20.0,90.0,8.5,highway
92,20.0,90.0,93,30.0,90.0,8.5,highway
93,30.0,90.0,94,40.0,90.0,8.5,highway
94,40.0,90.0,95,50.0,90.0,8.5,highway
95,50.0,90.0,96,60.0,90.0,8.5,highway
96,60.0,90.0,97,70.0,90.0,8.5,highway
97,70.0,90.0,98,80.0,90.0,8.5,highway
98,80.0,90.0,99,90.0,90.0,8.5,highway

# Additional district connections (nodes 100-149)
# Business district (100-109)
44,40.0,40.0,100,45.0,35.0,7.8,street
45,50.0,40.0,100,45.0,35.0,7.8,street
100,45.0,35.0,101,55.0,35.0,8.5,highway
101,55.0,35.0,102,65.0,35.0,8.5,highway
100,45.0,35.0,103,45.0,25.0,6.2,street
101,55.0,35.0,104,55.0,25.0,6.2,street
102,65.0,35.0,105,65.0,25.0,6.2,street
103,45.0,25.0,104,55.0,25.0,8.5,highway
104,55.0,25.0,105,65.0,25.0,8.5,highway
103,45.0,25.0,106,45.0,15.0,6.2,street
104,55.0,25.0,107,55.0,15.0,6.2,street
105,65.0,25.0,108,65.0,15.0,6.2,street
34,40.0,30.0,106,45.0,15.0,9.4,alley
35,50.0,30.0,107,55.0,15.0,9.4,alley
36,60.0,30.0,108,65.0,15.0,9.4,alley

# Industrial district (110-119)
20,0.0,20.0,110,-10.0,25.0,14.1,street
30,0.0,30.0,110,-10.0,25.0,11.2,street
110,-10.0,25.0,111,-20.0,30.0,14.1,street
110,-10.0,25.0,112,-15.0,35.0,11.2,street
111,-20.0,30.0,113,-25.0,35.0,8.5,highway
112,-15.0,35.0,113,-25.0,35.0,11.2,street
112,-15.0,35.0,114,-10.0,45.0,11.2,street
40,0.0,40.0,114,-10.0,45.0,14.1,street
114,-10.0,45.0,115,-5.0,55.0,11.2,street
50,0.0,50.0,115,-5.0,55.0,7.8,street

# Residential suburbs (120-129)
9,90.0,0.0,120,100.0,5.0,11.2,street
19,90.0,10.0,120,100.0,5.0,11.2,street
120,100.0,5.0,121,110.0,10.0,14.1,street
121,110.0,10.0,122,115.0,20.0,11.2,street
29,90.0,20.0,122,115.0,20.0,25.0,street
122,115.0,20.0,123,120.0,30.0,11.2,street
39,90.0,30.0,123,120.0,30.0,30.0,street
123,120.0,30.0,124,125.0,40.0,11.2,street
49,90.0,40.0,124,125.0,40.0,35.0,street
124,125.0,40.0,125,130.0,50.0,11.2,street
59,90.0,50.0,125,130.0,50.0,40.0,street

# Airport district (130-139)
69,90.0,60.0,130,100.0,70.0,14.1,street
79,90.0,70.0,130,100.0,70.0,14.1,street
130,100.0,70.0,131,110.0,75.0,11.2,street
131,110.0,75.0,132,120.0,80.0,14.1,street
89,90.0,80.0,132,120.0,80.0,30.0,street
132,120.0,80.0,133,130.0,85.0,11.2,street
99,90.0,90.0,133,130.0,85.0,40.0,street
133,130.0,85.0,134,140.0,90.0,11.2,street
134,140.0,90.0,135,150.0,95.0,11.2,street

# University district (140-149)
70,0.0,70.0,140,-10.0,75.0,14.1,street
80,0.0,80.0,140,-10.0,75.0,14.1,street
140,-10.0,75.0,141,-20.0,80.0,14.1,street
141,-20.0,80.0,142,-25.0,85.0,8.5,highway
90,0.0,90.0,142,-25.0,85.0,25.0,street
142,-25.0,85.0,143,-30.0,90.0,8.5,highway
143,-30.0,90.0,144,-35.0,95.0,8.5,highway
144,-35.0,95.0,145,-40.0,100.0,8.5,highway

# Express highways for long-distance travel
0,0.0,0.0,90,0.0,90.0,90.0,highway
9,90.0,0.0,99,90.0,90.0,90.0,highway
0,0.0,0.0,9,90.0,0.0,90.0,highway
90,0.0,90.0,99,90.0,90.0,90.0,highway

# Diagonal express routes
0,0.0,0.0,99,90.0,90.0,127.3,highway
9,90.0,0.0,90,0.0,90.0,127.3,highway
22,20.0,20.0,77,70.0,70.0,70.7,highway
27,70.0,20.0,72,20.0,70.0,70.7,highway
